,artist,date,song,year
2062,usher,1998-02-14,nice & slow,1998
2063,usher,1998-02-21,nice & slow,1998
2064,celine dion,1998-02-28,my heart will go on,1998
2065,celine dion,1998-03-07,my heart will go on,1998
2066,will smith,1998-03-14,gettin' jiggy wit it,1998
2067,will smith,1998-03-21,gettin' jiggy wit it,1998
2068,will smith,1998-03-28,gettin' jiggy wit it,1998
2069,k-ci & jojo,1998-04-04,all my life,1998
2070,k-ci & jojo,1998-04-11,all my life,1998
2071,k-ci,1998-04-18,all my life,1998
2072,next,1998-04-25,too close,1998
2073,next,1998-05-02,too close,1998
2074,next,1998-05-09,too close,1998
2075,next,1998-05-16,too close,1998
2076,mariah carey,1998-05-23,my all,1998
2077,next,1998-05-30,too close,1998
2078,brandy,1998-06-06,the boy is mine,1998
2079,brandy,1998-06-13,the boy is mine,1998
2080,brandy,1998-06-20,the boy is mine,1998
2081,brandy,1998-06-27,the boy is mine,1998
2082,brandy,1998-07-04,the boy is mine,1998
2083,brandy,1998-07-11,the boy is mine,1998
2084,brandy,1998-07-18,the boy is mine,1998
2085,brandy,1998-07-25,the boy is mine,1998
2086,brandy,1998-08-01,the boy is mine,1998
2087,brandy,1998-08-08,the boy is mine,1998
2088,brandy & monica,1998-08-15,the boy is mine,1998
2089,brandy,1998-08-22,the boy is mine,1998
2090,brandy,1998-08-29,the boy is mine,1998
2091,aerosmith,1998-09-05,i don t want to miss a thing,1998
2092,aerosmith,1998-09-12,i don't want to miss a thing,1998
2093,aerosmith,1998-09-19,i don't want to miss a thing,1998
2094,aerosmith,1998-09-26,i don't want to miss a thing,1998
2095,monica,1998-10-03,the first night,1998
2096,monica,1998-10-10,the first night,1998
2097,barenaked ladies,1998-10-17,one week,1998
2098,monica,1998-10-24,the first night,1998
2099,monica,1998-10-31,the first night,1998
2100,monica,1998-11-07,the first night,1998
2101,lauryn hill,1998-11-14,doo wop (that thing),1998
2102,lauryn hill,1998-11-21,doo wop (that thing),1998
2103,divine,1998-11-28,lately,1998
2104,r. kelly,1998-12-05,i m your angel,1998
2105,r. kelly,1998-12-12,i m your angel,1998
2106,r. kelly,1998-12-19,i m your angel,1998
2107,r. kelly,1998-12-26,i m your angel,1998
2108,r. kelly,1999-01-02,i m your angel,1999
2109,r. kelly,1999-01-09,i m your angel,1999
2110,brandy,1999-01-16,have you ever?,1999
2111,brandy,1999-01-23,have you ever?,1999
2112,britney spears,1999-01-30,...baby one more time,1999
2113,britney spears,1999-02-06,...baby one more time,1999
2114,monica,1999-02-13,angel of mine,1999
2115,monica,1999-02-20,angel of mine,1999
2116,monica,1999-02-27,angel of mine,1999
2117,monica,1999-03-06,angel of mine,1999
2118,cher,1999-03-13,believe,1999
2119,cher,1999-03-20,believe,1999
2120,cher,1999-03-27,believe,1999
2121,cher,1999-04-03,believe,1999
2122,tlc,1999-04-10,no scrubs,1999
2123,tlc,1999-04-17,no scrubs,1999
2124,tlc,1999-04-24,no scrubs,1999
2125,tlc,1999-05-01,no scrubs,1999
2126,ricky martin,1999-05-08,livin  la vida loca,1999
2127,ricky martin,1999-05-15,livin  la vida loca,1999
2128,ricky martin,1999-05-22,livin  la vida loca,1999
2129,ricky martin,1999-05-29,livin  la vida loca,1999
2130,ricky martin,1999-06-05,livin  la vida loca,1999
2131,jennifer lopez,1999-06-12,if you had my love,1999
2132,jennifer lopez,1999-06-19,if you had my love,1999
2133,jennifer lopez,1999-06-26,if you had my love,1999
2134,jennifer lopez,1999-07-03,if you had my love,1999
2135,jennifer lopez,1999-07-10,if you had my love,1999
2136,destiny s child,1999-07-17,"bills, bills, bills",1999
2137,will smith featuring dru hill,1999-07-24,wild wild west,1999
2138,christina aguilera,1999-07-31,genie in a bottle,1999
2139,christina aguilera,1999-08-07,genie in a bottle,1999
2140,christina aguilera,1999-08-14,genie in a bottle,1999
2141,christina aguilera,1999-08-21,genie in a bottle,1999
2142,christina aguilera,1999-08-28,genie in a bottle,1999
2143,enrique iglesias,1999-09-04,bailamos,1999
2144,enrique iglesias,1999-09-11,bailamos,1999
2145,tlc,1999-09-18,unpretty,1999
2146,tlc,1999-09-25,unpretty,1999
2147,tlc,1999-10-02,unpretty,1999
2148,mariah carey featuring jay-z,1999-10-09,heartbreaker,1999
2149,mariah carey featuring jay-z,1999-10-16,heartbreaker,1999
2150,santana featuring rob thomas,1999-10-23,smooth,1999
2151,santana featuring rob thomas,1999-10-30,smooth,1999
2152,santana featuring rob thomas,1999-11-06,smooth,1999
2153,santana featuring rob thomas,1999-11-13,smooth,1999
2154,santana featuring rob thomas,1999-11-20,smooth,1999
2155,santana featuring rob thomas,1999-11-27,smooth,1999
2156,santana featuring rob thomas,1999-12-04,smooth,1999
2157,santana featuring rob thomas,1999-12-11,smooth,1999
2158,santana featuring rob thomas,1999-12-18,smooth,1999
2159,santana featuring rob thomas,1999-12-25,smooth,1999
2160,santana featuring rob thomas,2000-01-01,smooth,2000
2161,santana featuring rob thomas,2000-01-08,smooth,2000
2162,christina aguilera,2000-01-15,what a girl wants,2000
2163,christina aguilera,2000-01-22,what a girl wants,2000
2164,savage garden,2000-01-29,i knew i loved you,2000
2165,savage garden,2000-02-05,i knew i loved you,2000
2166,savage garden,2000-02-12,i knew i loved you,2000
2167,mariah carey featuring joe,2000-02-19,thank god i found you,2000
2168,savage garden,2000-02-26,i knew i loved you,2000
2169,lonestar,2000-03-04,amazed,2000
2170,lonestar,2000-03-11,amazed,2000
2171,destiny s child,2000-03-18,say my name,2000
2172,destiny s child,2000-03-25,say my name,2000
2173,destiny s child,2000-04-01,say my name,2000
2174,santana featuring the product g,2000-04-08,maria maria,2000
2175,santana featuring the product g,2000-04-15,maria maria,2000
2176,santana featuring the product g,2000-04-22,maria maria,2000
2177,santana featuring the product g,2000-04-29,maria maria,2000
2178,santana featuring the product g,2000-05-06,maria maria,2000
2179,santana featuring the product g,2000-05-13,maria maria,2000
2180,santana featuring the product g,2000-05-20,maria maria,2000
2181,santana featuring the product g,2000-05-27,maria maria,2000
2182,santana featuring the product g,2000-06-03,maria maria,2000
2183,santana featuring the product g,2000-06-10,maria maria,2000
2184,aaliyah,2000-06-17,try again,2000
2185,enrique iglesias,2000-06-24,be with you,2000
2186,enrique iglesias,2000-07-01,be with you,2000
2187,enrique iglesias,2000-07-08,be with you,2000
2188,vertical horizon,2000-07-15,everything you want,2000
2189,matchbox twenty,2000-07-22,bent,2000
2190,n sync,2000-07-29,it s gonna be me,2000
2191,n sync,2000-08-05,it s gonna be me,2000
2192,sisqo,2000-08-12,incomplete,2000
2193,sisqo,2000-08-19,incomplete,2000
2194,janet,2000-08-26,doesn t really matter,2000
2195,janet,2000-09-02,doesn t really matter,2000
2196,janet,2000-09-09,doesn t really matter,2000
2197,madonna,2000-09-16,music,2000
2198,madonna,2000-09-23,music,2000
2199,madonna,2000-09-30,music,2000
2200,madonna,2000-10-07,music,2000
2201,christina aguilera,2000-10-14,come on over baby (all i want is you),2000
2202,christina aguilera,2000-10-21,come on over baby (all i want is you),2000
2203,christina aguilera,2000-10-28,come on over baby (all i want is you),2000
2204,christina aguilera,2000-11-04,come on over baby (all i want is you),2000
2205,creed,2000-11-11,with arms wide open,2000
2206,destiny s child,2000-11-18,independent women part i,2000
2207,destiny s child,2000-11-25,independent women part i,2000
2208,destiny s child,2000-12-02,independent women part i,2000
2209,destiny s child,2000-12-09,independent women part i,2000
2210,destiny s child,2000-12-16,independent women part i,2000
2211,destiny's child,2000-12-23,independent women part i,2000
2212,destiny's child,2000-12-30,independent women part i,2000
2213,destiny's child,2001-01-06,independent women part i,2001
2214,destiny's child,2001-01-13,independent women part i,2001
2215,destiny's child,2001-01-20,independent women part i,2001
2216,destiny's child,2001-01-27,independent women part i,2001
2217,"shaggy featuring ricardo ""rikrok"" ducent",2001-02-03,it wasn't me,2001
2218,"shaggy featuring ricardo ""rikrok"" ducent",2001-02-10,it wasn't me,2001
2219,outkast,2001-02-17,ms. jackson,2001
2220,joe featuring mystikal,2001-02-24,stutter,2001
2221,joe featuring mystikal,2001-03-03,stutter,2001
2222,joe featuring mystikal,2001-03-10,stutter,2001
2223,joe featuring mystikal,2001-03-17,stutter,2001
2224,crazy town,2001-03-24,butterfly,2001
2225,shaggy featuring rayvon,2001-03-31,angel,2001
2226,crazy town,2001-04-07,butterfly,2001
2227,janet,2001-04-14,all for you,2001
2228,janet,2001-04-21,all for you,2001
2229,janet,2001-04-28,all for you,2001
2230,janet,2001-05-05,all for you,2001
2231,janet,2001-05-12,all for you,2001
2232,janet,2001-05-19,all for you,2001
2233,janet,2001-05-26,all for you,2001
2234,"christina aguilera, lil' kim, mya & pink",2001-06-02,lady marmalade,2001
2235,"christina aguilera, lil' kim, mya & pink",2001-06-09,lady marmalade,2001
2236,"christina aguilera, lil' kim, mya & pink",2001-06-16,lady marmalade,2001
2237,"christina aguilera, lil' kim, mya & pink",2001-06-23,lady marmalade,2001
2238,"christina aguilera, lil' kim, mya & pink",2001-06-30,lady marmalade,2001
2239,usher,2001-07-07,u remind me,2001
2240,usher,2001-07-14,u remind me,2001
2241,usher,2001-07-21,u remind me,2001
2242,usher,2001-07-28,u remind me,2001
2243,destiny's child,2001-08-04,bootylicious,2001
2244,destiny's child,2001-08-11,bootylicious,2001
2245,alicia keys,2001-08-18,fallin',2001
2246,alicia keys,2001-08-25,fallin',2001
2247,alicia keys,2001-09-01,fallin',2001
2248,jennifer lopez featuring ja rule,2001-09-08,i'm real,2001
2249,jennifer lopez featuring ja rule,2001-09-15,i'm real,2001
2250,jennifer lopez featuring ja rule,2001-09-22,i'm real,2001
2251,alicia keys,2001-09-29,fallin',2001
2252,alicia keys,2001-10-06,fallin',2001
2253,alicia keys,2001-10-13,fallin',2001
2254,jennifer lopez featuring ja rule,2001-10-20,i'm real,2001
2255,jennifer lopez featuring ja rule,2001-10-27,i'm real,2001
2256,mary j. blige,2001-11-03,family affair,2001
2257,mary j. blige,2001-11-10,family affair,2001
2258,mary j. blige,2001-11-17,family affair,2001
2259,mary j. blige,2001-11-24,family affair,2001
2260,mary j. blige,2001-12-01,family affair,2001
2261,mary j. blige,2001-12-08,family affair,2001
2262,usher,2001-12-15,u got it bad,2001
2263,nickelback,2001-12-22,how you remind me,2001
2264,nickelback,2001-12-29,how you remind me,2001
2265,nickelback,2002-01-05,how you remind me,2002
2266,nickelback,2002-01-12,how you remind me,2002
2267,usher,2002-01-19,u got it bad,2002
2268,usher,2002-01-26,u got it bad,2002
2269,usher,2002-02-02,u got it bad,2002
2270,usher,2002-02-09,u got it bad,2002
2271,usher,2002-02-16,u got it bad,2002
2272,ja rule featuring ashanti,2002-02-23,always on time,2002
2273,ja rule featuring ashanti,2002-03-02,always on time,2002
2274,jennifer lopez featuring ja rule,2002-03-09,ain't it funny,2002
2275,jennifer lopez featuring ja rule,2002-03-16,ain't it funny,2002
2276,jennifer lopez featuring ja rule,2002-03-23,ain't it funny,2002
2277,jennifer lopez featuring ja rule,2002-03-30,ain't it funny,2002
2278,jennifer lopez featuring ja rule,2002-04-06,ain't it funny,2002
2279,jennifer lopez featuring ja rule,2002-04-13,ain't it funny,2002
2280,ashanti,2002-04-20,foolish,2002
2281,ashanti,2002-04-27,foolish,2002
2282,ashanti,2002-05-04,foolish,2002
2283,ashanti,2002-05-11,foolish,2002
2284,ashanti,2002-05-18,foolish,2002
2285,ashanti,2002-05-25,foolish,2002
2286,ashanti,2002-06-01,foolish,2002
2287,ashanti,2002-06-08,foolish,2002
2288,ashanti,2002-06-15,foolish,2002
2289,ashanti,2002-06-22,foolish,2002
2290,nelly,2002-06-29,hot in herre,2002
2291,nelly,2002-07-06,hot in herre,2002
2292,nelly,2002-07-13,hot in herre,2002
2293,nelly,2002-07-20,hot in herre,2002
2294,nelly,2002-07-27,hot in herre,2002
2295,nelly,2002-08-03,hot in herre,2002
2296,nelly,2002-08-10,hot in herre,2002
2297,nelly featuring kelly rowland,2002-08-17,dilemma,2002
2298,nelly featuring kelly rowland,2002-08-24,dilemma,2002
2299,nelly featuring kelly rowland,2002-08-31,dilemma,2002
2300,nelly featuring kelly rowland,2002-09-07,dilemma,2002
2301,nelly featuring kelly rowland,2002-09-14,dilemma,2002
2302,nelly featuring kelly rowland,2002-09-21,dilemma,2002
2303,nelly featuring kelly rowland,2002-09-28,dilemma,2002
2304,kelly clarkson,2002-10-05,a moment like this,2002
2305,kelly clarkson,2002-10-12,a moment like this,2002
2306,nelly featuring kelly rowland,2002-10-19,dilemma,2002
2307,nelly featuring kelly rowland,2002-10-26,dilemma,2002
2308,nelly featuring kelly rowland,2002-11-02,dilemma,2002
2309,eminem,2002-11-09,lose yourself,2002
2310,eminem,2002-11-16,lose yourself,2002
2311,eminem,2002-11-23,lose yourself,2002
2312,eminem,2002-11-30,lose yourself,2002
2313,eminem,2002-12-07,lose yourself,2002
2314,eminem,2002-12-14,lose yourself,2002
2315,eminem,2002-12-21,lose yourself,2002
2316,eminem,2002-12-28,lose yourself,2002
2317,eminem,2003-01-04,lose yourself,2003
2318,eminem,2003-01-11,lose yourself,2003
2319,eminem,2003-01-18,lose yourself,2003
2320,eminem,2003-01-25,lose yourself,2003
2321,b2k & p. diddy,2003-02-01,"bump, bump, bump",2003
2322,jennifer lopez featuring ll cool j,2003-02-08,all i have,2003
2323,jennifer lopez featuring ll cool j,2003-02-15,all i have,2003
2324,jennifer lopez featuring ll cool j,2003-02-22,all i have,2003
2325,jennifer lopez featuring ll cool j,2003-03-01,all i have,2003
2326,50 cent,2003-03-08,in da club,2003
2327,50 cent,2003-03-15,in da club,2003
2328,50 cent,2003-03-22,in da club,2003
2329,50 cent,2003-03-29,in da club,2003
2330,50 cent,2003-04-05,in da club,2003
2331,50 cent,2003-04-12,in da club,2003
2332,50 cent,2003-04-19,in da club,2003
2333,50 cent,2003-04-26,in da club,2003
2334,50 cent,2003-05-03,in da club,2003
2335,sean paul,2003-05-10,get busy,2003
2336,sean paul,2003-05-17,get busy,2003
2337,sean paul,2003-05-24,get busy,2003
2338,50 cent featuring nate dogg,2003-05-31,21 questions,2003
2339,50 cent featuring nate dogg,2003-06-07,21 questions,2003
2340,50 cent featuring nate dogg,2003-06-14,21 questions,2003
2341,50 cent featuring nate dogg,2003-06-21,21 questions,2003
2342,clay aiken,2003-06-28,this is the night,2003
2343,clay aiken,2003-07-05,this is the night,2003
2344,beyonce featuring jay-z,2003-07-12,crazy in love,2003
2345,beyonce featuring jay-z,2003-07-19,crazy in love,2003
2346,beyonce featuring jay-z,2003-07-26,crazy in love,2003
2347,beyonce featuring jay-z,2003-08-02,crazy in love,2003
2348,beyonce featuring jay-z,2003-08-09,crazy in love,2003
2349,beyonce featuring jay-z,2003-08-16,crazy in love,2003
2350,beyonce featuring jay-z,2003-08-23,crazy in love,2003
2351,beyonce featuring jay-z,2003-08-30,crazy in love,2003
2352,"nelly, p. diddy & murphy lee",2003-09-06,shake ya tailfeather,2003
2353,"nelly, p. diddy & murphy lee",2003-09-13,shake ya tailfeather,2003
2354,"nelly, p. diddy & murphy lee",2003-09-20,shake ya tailfeather,2003
2355,"nelly, p. diddy & murphy lee",2003-09-27,shake ya tailfeather,2003
2356,beyonce featuring sean paul,2003-10-04,baby boy,2003
2357,beyonce featuring sean paul,2003-10-11,baby boy,2003
2358,beyonce featuring sean paul,2003-10-18,baby boy,2003
2359,beyonce featuring sean paul,2003-10-25,baby boy,2003
2360,beyonce featuring sean paul,2003-11-01,baby boy,2003
2361,beyonce featuring sean paul,2003-11-08,baby boy,2003
2362,beyonce featuring sean paul,2003-11-15,baby boy,2003
2363,beyonce featuring sean paul,2003-11-22,baby boy,2003
2364,beyonce featuring sean paul,2003-11-29,baby boy,2003
2365,ludacris featuring shawnna,2003-12-06,stand up,2003
2366,outkast,2003-12-13,hey ya!,2003
2367,outkast,2003-12-20,hey ya!,2003
2368,outkast,2003-12-27,hey ya!,2003
2369,outkast,2004-01-03,hey ya!,2004
2370,outkast,2004-01-10,hey ya!,2004
2371,outkast,2004-01-17,hey ya!,2004
2372,outkast,2004-01-24,hey ya!,2004
2373,outkast,2004-01-31,hey ya!,2004
2374,outkast,2004-02-07,hey ya!,2004
2375,outkast featuring sleepy brown,2004-02-14,the way you move,2004
2376,twista featuring kanye west & jamie foxx,2004-02-21,slow jamz,2004
2377,usher featuring lil jon & ludacris,2004-02-28,yeah!,2004
2378,usher featuring lil jon & ludacris,2004-03-06,yeah!,2004
2379,usher featuring lil jon & ludacris,2004-03-13,yeah!,2004
2380,usher featuring lil jon & ludacris,2004-03-20,yeah!,2004
2381,usher featuring lil jon & ludacris,2004-03-27,yeah!,2004
2382,usher featuring lil jon & ludacris,2004-04-03,yeah!,2004
2383,usher featuring lil jon & ludacris,2004-04-10,yeah!,2004
2384,usher featuring lil jon & ludacris,2004-04-17,yeah!,2004
2385,usher featuring lil jon & ludacris,2004-04-24,yeah!,2004
2386,usher featuring lil jon & ludacris,2004-05-01,yeah!,2004
2387,usher featuring lil jon & ludacris,2004-05-08,yeah!,2004
2388,usher featuring lil jon & ludacris,2004-05-15,yeah!,2004
2389,usher,2004-05-22,burn,2004
2390,usher,2004-05-29,burn,2004
2391,usher,2004-06-05,burn,2004
2392,usher,2004-06-12,burn,2004
2393,usher,2004-06-19,burn,2004
2394,usher,2004-06-26,burn,2004
2395,usher,2004-07-03,burn,2004
2396,fantasia,2004-07-10,i believe,2004
2397,usher,2004-07-17,burn,2004
2398,usher,2004-07-24,confessions part ii,2004
2399,usher,2004-07-31,confessions part ii,2004
2400,juvenile featuring soulja slim,2004-08-07,slow motion,2004
2401,juvenile featuring soulja slim,2004-08-14,slow motion,2004
2402,terror squad,2004-08-21,lean back,2004
2403,terror squad,2004-08-28,lean back,2004
2404,terror squad,2004-09-04,lean back,2004
2405,ciara featuring petey pablo,2004-09-11,goodies,2004
2406,ciara featuring petey pablo,2004-09-18,goodies,2004
2407,ciara featuring petey pablo,2004-09-25,goodies,2004
2408,ciara featuring petey pablo,2004-10-02,goodies,2004
2409,ciara featuring petey pablo,2004-10-09,goodies,2004
2410,ciara featuring petey pablo,2004-10-16,goodies,2004
2411,ciara featuring petey pablo,2004-10-23,goodies,2004
2412,usher and alicia keys,2004-10-30,my boo,2004
2413,usher and alicia keys,2004-11-06,my boo,2004
2414,usher and alicia keys,2004-11-13,my boo,2004
2415,usher and alicia keys,2004-11-20,my boo,2004
2416,usher and alicia keys,2004-11-27,my boo,2004
2417,usher and alicia keys,2004-12-04,my boo,2004
2418,snoop dogg featuring pharrell,2004-12-11,drop it like it's hot,2004
2419,snoop dogg featuring pharrell,2004-12-18,drop it like it's hot,2004
2420,snoop dogg featuring pharrell,2004-12-25,drop it like it's hot,2004
2421,mario,2005-01-01,let me love you,2005
2422,mario,2005-01-08,let me love you,2005
2423,mario,2005-01-15,let me love you,2005
2424,mario,2005-01-22,let me love you,2005
2425,mario,2005-01-29,let me love you,2005
2426,mario,2005-02-05,let me love you,2005
2427,mario,2005-02-12,let me love you,2005
2428,mario,2005-02-19,let me love you,2005
2429,mario,2005-02-26,let me love you,2005
2430,50 cent featuring olivia,2005-03-05,candy shop,2005
2431,50 cent featuring olivia,2005-03-12,candy shop,2005
2432,50 cent featuring olivia,2005-03-19,candy shop,2005
2433,50 cent featuring olivia,2005-03-26,candy shop,2005
2434,50 cent featuring olivia,2005-04-02,candy shop,2005
2435,50 cent featuring olivia,2005-04-09,candy shop,2005
2436,50 cent featuring olivia,2005-04-16,candy shop,2005
2437,50 cent featuring olivia,2005-04-23,candy shop,2005
2438,50 cent featuring olivia,2005-04-30,candy shop,2005
2439,gwen stefani,2005-05-07,hollaback girl,2005
2440,gwen stefani,2005-05-14,hollaback girl,2005
2441,gwen stefani,2005-05-21,hollaback girl,2005
2442,gwen stefani,2005-05-28,hollaback girl,2005
2443,mariah carey,2005-06-04,we belong together,2005
2444,mariah carey,2005-06-11,we belong together,2005
2445,mariah carey,2005-06-18,we belong together,2005
2446,mariah carey,2005-06-25,we belong together,2005
2447,carrie underwood,2005-07-02,inside your heaven,2005
2448,mariah carey,2005-07-09,we belong together,2005
2449,mariah carey,2005-07-16,we belong together,2005
2450,mariah carey,2005-07-23,we belong together,2005
2451,mariah carey,2005-07-30,we belong together,2005
2452,mariah carey,2005-08-06,we belong together,2005
2453,mariah carey,2005-08-13,we belong together,2005
2454,mariah carey,2005-08-20,we belong together,2005
2455,mariah carey,2005-08-27,we belong together,2005
2456,mariah carey,2005-09-03,we belong together,2005
2457,mariah carey,2005-09-10,we belong together,2005
2458,kanye west featuring jamie foxx,2005-09-17,gold digger,2005
2459,kanye west featuring jamie foxx,2005-09-24,gold digger,2005
2460,kanye west featuring jamie foxx,2005-10-01,gold digger,2005
2461,kanye west featuring jamie foxx,2005-10-08,gold digger,2005
2462,kanye west featuring jamie foxx,2005-10-15,gold digger,2005
2463,kanye west featuring jamie foxx,2005-10-22,gold digger,2005
2464,kanye west featuring jamie foxx,2005-10-29,gold digger,2005
2465,kanye west featuring jamie foxx,2005-11-05,gold digger,2005
2466,kanye west featuring jamie foxx,2005-11-12,gold digger,2005
2467,kanye west featuring jamie foxx,2005-11-19,gold digger,2005
2468,chris brown,2005-11-26,run it!,2005
2469,chris brown,2005-12-03,run it!,2005
2470,chris brown,2005-12-10,run it!,2005
2471,chris brown,2005-12-17,run it!,2005
2472,chris brown,2005-12-24,run it!,2005
2473,mariah carey,2005-12-31,don't forget about us,2005
2474,mariah carey,2006-01-07,don't forget about us,2006
2475,d4l,2006-01-14,laffy taffy,2006
2476,"nelly featuring paul wall, ali & gipp",2006-01-21,grillz,2006
2477,"nelly featuring paul wall, ali & gipp",2006-01-28,grillz,2006
2478,beyonce featuring slim thug,2006-02-04,check on it,2006
2479,beyonce featuring slim thug,2006-02-11,check on it,2006
2480,beyonce featuring slim thug,2006-02-18,check on it,2006
2481,beyonce featuring slim thug,2006-02-25,check on it,2006
2482,beyonce featuring slim thug,2006-03-04,check on it,2006
2483,james blunt,2006-03-11,you're beautiful,2006
2484,ne-yo,2006-03-18,so sick,2006
2485,ne-yo,2006-03-25,so sick,2006
2486,sean paul,2006-04-01,temperature,2006
2487,daniel powter,2006-04-08,bad day,2006
2488,daniel powter,2006-04-15,bad day,2006
2489,daniel powter,2006-04-22,bad day,2006
2490,daniel powter,2006-04-29,bad day,2006
2491,daniel powter,2006-05-06,bad day,2006
2492,rihanna,2006-05-13,sos,2006
2493,rihanna,2006-05-20,sos,2006
2494,rihanna,2006-05-27,sos,2006
2495,chamillionaire featuring krayzie bone,2006-06-03,ridin',2006
2496,chamillionaire featuring krayzie bone,2006-06-10,ridin',2006
2497,shakira featuring wyclef jean,2006-06-17,hips don't lie,2006
2498,shakira featuring wyclef jean,2006-06-24,hips don't lie,2006
2499,taylor hicks,2006-07-01,do i make you proud,2006
2500,nelly furtado featuring timbaland,2006-07-08,promiscuous,2006
2501,nelly furtado featuring timbaland,2006-07-15,promiscuous,2006
2502,nelly furtado featuring timbaland,2006-07-22,promiscuous,2006
2503,nelly furtado featuring timbaland,2006-07-29,promiscuous,2006
2504,nelly furtado featuring timbaland,2006-08-05,promiscuous,2006
2505,nelly furtado featuring timbaland,2006-08-12,promiscuous,2006
2506,fergie,2006-08-19,london bridge,2006
2507,fergie,2006-08-26,london bridge,2006
2508,fergie,2006-09-02,london bridge,2006
2509,justin timberlake,2006-09-09,sexyback,2006
2510,justin timberlake,2006-09-16,sexyback,2006
2511,justin timberlake,2006-09-23,sexyback,2006
2512,justin timberlake,2006-09-30,sexyback,2006
2513,justin timberlake,2006-10-07,sexyback,2006
2514,justin timberlake,2006-10-14,sexyback,2006
2515,justin timberlake,2006-10-21,sexyback,2006
2516,ludacris featuring pharrell,2006-10-28,money maker,2006
2517,ludacris featuring pharrell,2006-11-04,money maker,2006
2518,justin timberlake featuring t.i.,2006-11-11,my love,2006
2519,justin timberlake featuring t.i.,2006-11-18,my love,2006
2520,justin timberlake featuring t.i.,2006-11-25,my love,2006
2521,akon featuring snoop dogg,2006-12-02,i wanna love you,2006
2522,akon featuring snoop dogg,2006-12-09,i wanna love you,2006
2523,beyonce,2006-12-16,irreplaceable,2006
2524,beyonce,2006-12-23,irreplaceable,2006
2525,beyonce,2006-12-30,irreplaceable,2006
2526,beyonce,2007-01-06,irreplaceable,2007
2527,beyonce,2007-01-13,irreplaceable,2007
2528,beyonce,2007-01-20,irreplaceable,2007
2529,beyonce,2007-01-27,irreplaceable,2007
2530,beyonce,2007-02-03,irreplaceable,2007
2531,beyonce,2007-02-10,irreplaceable,2007
2532,beyonce,2007-02-17,irreplaceable,2007
2533,nelly furtado,2007-02-24,say it right,2007
2534,justin timberlake,2007-03-03,what goes around...comes around,2007
2535,mims,2007-03-10,this is why i'm hot,2007
2536,mims,2007-03-17,this is why i'm hot,2007
2537,fergie featuring ludacris,2007-03-24,glamorous,2007
2538,fergie featuring ludacris,2007-03-31,glamorous,2007
2539,akon,2007-04-07,don't matter,2007
2540,akon,2007-04-14,don't matter,2007
2541,timbaland featuring nelly furtado & justin timberlake,2007-04-21,give it to me,2007
2542,timbaland featuring nelly furtado & justin timberlake,2007-04-28,give it to me,2007
2543,avril lavigne,2007-05-05,girlfriend,2007
2544,maroon5,2007-05-12,makes me wonder,2007
2545,maroon5,2007-05-19,makes me wonder,2007
2546,t-pain featuring yung joc,2007-05-26,buy u a drank (shawty snappin'),2007
2547,maroon5,2007-06-02,makes me wonder,2007
2548,rihanna featuring jay-z,2007-06-09,umbrella,2007
2549,rihanna featuring jay-z,2007-06-16,umbrella,2007
2550,rihanna featuring jay-z,2007-06-23,umbrella,2007
2551,rihanna featuring jay-z,2007-06-30,umbrella,2007
2552,rihanna featuring jay-z,2007-07-07,umbrella,2007
2553,rihanna featuring jay-z,2007-07-14,umbrella,2007
2554,rihanna featuring jay-z,2007-07-21,umbrella,2007
2555,plain white t's,2007-07-28,hey there delilah,2007
2556,plain white t's,2007-08-04,hey there delilah,2007
2557,sean kingston,2007-08-11,beautiful girls,2007
2558,sean kingston,2007-08-18,beautiful girls,2007
2559,sean kingston,2007-08-25,beautiful girls,2007
2560,sean kingston,2007-09-01,beautiful girls,2007
2561,fergie,2007-09-08,big girls don't cry,2007
2562,soulja boy,2007-09-15,crank that (soulja boy),2007
2563,soulja boy,2007-09-22,crank that (soulja boy),2007
2564,kanye west,2007-09-29,stronger,2007
2565,soulja boy tell'em,2007-10-06,crank that (soulja boy),2007
2566,soulja boy tell'em,2007-10-13,crank that (soulja boy),2007
2567,soulja boy tell'em,2007-10-20,crank that (soulja boy),2007
2568,soulja boy tell'em,2007-10-27,crank that (soulja boy),2007
2569,soulja boy tell'em,2007-11-03,crank that (soulja boy),2007
2570,chris brown featuring t-pain,2007-11-10,kiss kiss,2007
2571,chris brown featuring t-pain,2007-11-17,kiss kiss,2007
2572,chris brown featuring t-pain,2007-11-24,kiss kiss,2007
2573,alicia keys,2007-12-01,no one,2007
2574,alicia keys,2007-12-08,no one,2007
2575,alicia keys,2007-12-15,no one,2007
2576,alicia keys,2007-12-22,no one,2007
2577,alicia keys,2007-12-29,no one,2007
2578,flo rida featuring t-pain,2008-01-05,low,2008
2579,flo rida featuring t-pain,2008-01-12,low,2008
2580,flo rida featuring t-pain,2008-01-19,low,2008
2581,flo rida featuring t-pain,2008-01-26,low,2008
2582,flo rida featuring t-pain,2008-02-02,low,2008
2583,flo rida featuring t-pain,2008-02-09,low,2008
2584,flo rida featuring t-pain,2008-02-16,low,2008
2585,flo rida featuring t-pain,2008-02-23,low,2008
2586,flo rida featuring t-pain,2008-03-01,low,2008
2587,flo rida featuring t-pain,2008-03-08,low,2008
2588,usher featuring young jeezy,2008-03-15,love in this club,2008
2589,usher featuring young jeezy,2008-03-22,love in this club,2008
